source_file,source_line,original_label,new_label,confidence,human_label,evidence,summary
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,1,inefficient_exploration,insufficient_cooperation,0.95,,"The agents failed to converge on a shared foraging target, evidenced by zero positive rewards and a high frequency of non-cooperative actions like 'north' and 'west' instead of collaborative 'load' movements.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 16, 'north': 27, 'west': 29, 'noop': 25, 'east': 3, 'south': 2} | Load action counts by agent: [12, 4] | Mean absolute state change: 0.030000 | State variation: 1.758950"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,16,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating they failed to coordinate to successfully forage or deliver items.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 16, 'west': 12, 'noop': 14, 'north': 3, 'south': 30, 'load': 78} | Load action counts by agent: [21, 29, 28] | Mean absolute state change: 0.052222 | State variation: 2.838551"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,17,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents frequently executing the 'load' action, indicating they failed to coordinate with food sources or each other to complete the foraging task.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 80, 'east': 28, 'south': 27, 'north': 10, 'west': 7, 'noop': 1} | Load action counts by agent: [24, 27, 29] | Mean absolute state change: 0.055556 | State variation: 2.872153"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,18,inefficient_exploration,insufficient_cooperation,0.95,,"The agents failed to converge on a shared foraging target, evidenced by zero positive rewards and a high frequency of non-cooperative movement actions like 'west' and 'north'.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 31, 'south': 4, 'noop': 10, 'west': 40, 'load': 14, 'east': 3} | Load action counts by agent: [8, 6] | Mean absolute state change: 0.041667 | State variation: 1.611674"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,19,inefficient_exploration,insufficient_cooperation,0.95,,"The agents failed to converge on a shared cooperative target, evidenced by zero positive rewards and a high frequency of non-cooperative actions like 'east' and 'south' despite having load actions available.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 6, 'noop': 5, 'south': 35, 'east': 36, 'load': 15, 'north': 5} | Load action counts by agent: [8, 7] | Mean absolute state change: 0.056667 | State variation: 2.162179"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,20,inefficient_exploration,insufficient_cooperation,0.95,,"The agents failed to converge on a shared objective, evidenced by zero positive rewards and a high frequency of non-cooperative movement actions (east, south, west) compared to cooperative load actions.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 33, 'south': 50, 'load': 13, 'west': 4, 'noop': 2} | Load action counts by agent: [5, 8] | Mean absolute state change: 0.035000 | State variation: 2.123154"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,21,inefficient_exploration,insufficient_cooperation,0.95,,All 51 steps yielded zero reward because agents spent the majority of time (70% of actions) performing redundant 'load' actions rather than coordinating to reach the foraging targets.,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 70, 'east': 18, 'west': 9, 'north': 27, 'south': 29} | Load action counts by agent: [30, 20, 20] | Mean absolute state change: 0.085556 | State variation: 1.942166"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,22,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing individual load actions, indicating a complete failure to coordinate and achieve the cooperative foraging objective.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 58, 'south': 28, 'north': 33, 'east': 21, 'west': 11, 'noop': 2} | Load action counts by agent: [17, 18, 23] | Mean absolute state change: 0.094444 | State variation: 2.635867"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,23,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating they failed to coordinate to successfully forage or deliver items.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'noop': 2, 'south': 30, 'load': 114, 'north': 2, 'west': 5} | Load action counts by agent: [34, 35, 45] | Mean absolute state change: 0.031111 | State variation: 2.567455"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,24,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating a complete failure to coordinate foraging or transport tasks.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 57, 'east': 16, 'west': 7, 'load': 61, 'north': 5, 'noop': 7} | Load action counts by agent: [21, 25, 15] | Mean absolute state change: 0.048889 | State variation: 2.760979"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,25,inefficient_exploration,insufficient_cooperation,0.95,,"The agents spent the entire episode (51 steps) with zero reward, indicating they failed to coordinate to perform the required cooperative foraging task.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 31, 'load': 61, 'noop': 4, 'north': 2, 'south': 3, 'west': 1} | Load action counts by agent: [26, 35] | Mean absolute state change: 0.015000 | State variation: 2.194115"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,26,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating they failed to coordinate with the foraging targets.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 111, 'noop': 9, 'east': 2, 'north': 11, 'south': 10, 'west': 10} | Load action counts by agent: [39, 37, 35] | Mean absolute state change: 0.033333 | State variation: 2.331708"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,27,inefficient_exploration,insufficient_cooperation,0.95,,All 51 steps yielded zero reward because agents exclusively performed the 'south' action while ignoring the 'load' action required to achieve the foraging objective.,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 44, 'south': 95, 'east': 8, 'north': 2, 'west': 4} | Load action counts by agent: [12, 17, 15] | Mean absolute state change: 0.026667 | State variation: 2.583601"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,28,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating they failed to coordinate with the foraging agents to complete the cooperative task.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 9, 'load': 104, 'east': 9, 'north': 17, 'south': 14} | Load action counts by agent: [32, 38, 34] | Mean absolute state change: 0.050000 | State variation: 2.212088"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,29,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents frequently executing the 'load' action, indicating they failed to coordinate with the foraging targets.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 92, 'south': 36, 'west': 6, 'east': 3, 'north': 14, 'noop': 2} | Load action counts by agent: [30, 29, 33] | Mean absolute state change: 0.054444 | State variation: 2.725429"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,30,inefficient_exploration,insufficient_cooperation,0.95,,"Both agents spent the entire episode (51 steps) performing load actions without any movement or coordination, resulting in zero positive rewards.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 10, 'north': 7, 'load': 83, 'noop': 1, 'east': 1} | Load action counts by agent: [45, 38] | Mean absolute state change: 0.018333 | State variation: 1.652652"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,31,inefficient_exploration,insufficient_cooperation,0.95,,"The agents spent the entire episode (51 steps) with zero positive rewards, indicating a complete failure to coordinate and achieve the foraging objective.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 81, 'south': 5, 'west': 6, 'east': 9, 'noop': 1} | Load action counts by agent: [38, 43] | Mean absolute state change: 0.028333 | State variation: 1.897280"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,32,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents taking actions, indicating a complete failure to coordinate and achieve the foraging objective.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 76, 'east': 10, 'north': 35, 'west': 11, 'south': 20, 'noop': 1} | Load action counts by agent: [22, 22, 32] | Mean absolute state change: 0.076667 | State variation: 2.550543"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,33,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating they failed to coordinate effectively to achieve the foraging objective.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'noop': 25, 'east': 22, 'south': 18, 'load': 42, 'west': 26, 'north': 20} | Load action counts by agent: [15, 16, 11] | Mean absolute state change: 0.085556 | State variation: 2.234205"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,34,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents repeatedly executing the 'load' action, indicating a failure to coordinate the foraging task effectively.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 25, 'noop': 10, 'load': 77, 'north': 25, 'south': 13, 'west': 3} | Load action counts by agent: [30, 21, 26] | Mean absolute state change: 0.052222 | State variation: 2.898447"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,35,inefficient_exploration,insufficient_cooperation,0.95,,All 51 steps yielded zero reward because agents exclusively performed the 'load' action without coordinating to move items to a foraging target.,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 64, 'load': 64, 'south': 15, 'west': 7, 'north': 3} | Load action counts by agent: [23, 17, 24] | Mean absolute state change: 0.048889 | State variation: 2.777899"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,36,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing the 'load' action, indicating they failed to coordinate with the foraging targets.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 123, 'east': 16, 'north': 9, 'south': 4, 'west': 1} | Load action counts by agent: [43, 41, 39] | Mean absolute state change: 0.016667 | State variation: 2.666114"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,37,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps were zero-reward load actions with no movement toward foraging, indicating agents failed to coordinate on the cooperative foraging objective.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 4, 'load': 38, 'south': 99, 'west': 2, 'east': 9, 'noop': 1} | Load action counts by agent: [12, 14, 12] | Mean absolute state change: 0.032222 | State variation: 2.530214"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,38,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps were zero-reward steps despite agents performing the 'load' action, indicating they failed to coordinate with the environment to achieve the foraging objective.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 26, 'load': 97, 'north': 20, 'west': 6, 'south': 4} | Load action counts by agent: [30, 32, 35] | Mean absolute state change: 0.047778 | State variation: 2.724873"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,39,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating they failed to coordinate to successfully forage or deliver items.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'noop': 3, 'load': 78, 'north': 15, 'west': 33, 'south': 19, 'east': 5} | Load action counts by agent: [27, 33, 18] | Mean absolute state change: 0.066667 | State variation: 2.613070"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,40,inefficient_exploration,insufficient_cooperation,0.95,,"Both agents executed the 'load' action exactly once each while the episode length was 51 steps, indicating they failed to coordinate on a shared foraging task and instead acted independently.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 51, 'east': 31, 'load': 6, 'noop': 9, 'north': 4, 'west': 1} | Load action counts by agent: [3, 3] | Mean absolute state change: 0.028333 | State variation: 2.097166"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,41,inefficient_exploration,insufficient_cooperation,0.95,,"The agents failed to reach any positive reward steps despite taking load actions, indicating they did not successfully coordinate to complete the foraging task.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 41, 'west': 8, 'noop': 6, 'east': 35, 'load': 9, 'north': 3} | Load action counts by agent: [4, 5] | Mean absolute state change: 0.066667 | State variation: 2.309794"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,42,inefficient_exploration,insufficient_cooperation,0.95,,"The agents failed to converge on a shared cooperative target, evidenced by zero positive reward steps and a high frequency of non-cooperative actions like 'south' and 'east' instead of 'load'.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 52, 'east': 29, 'load': 16, 'noop': 4, 'west': 1} | Load action counts by agent: [9, 7] | Mean absolute state change: 0.033333 | State variation: 2.215098"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,43,inefficient_exploration,insufficient_cooperation,0.95,,"The agents failed to converge on a shared cooperative target, evidenced by zero positive rewards and a near-total absence of load actions (only 4 total across 51 steps) despite the task requiring multiple agents to work together.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 36, 'east': 49, 'west': 1, 'load': 4, 'noop': 9, 'north': 3} | Load action counts by agent: [1, 3] | Mean absolute state change: 0.035000 | State variation: 2.310374"
