source_file,source_line,original_label,new_label,confidence,human_label,evidence,summary
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,117,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing individual 'load' actions, indicating a complete failure to coordinate and achieve the cooperative foraging objective.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 103, 'south': 10, 'north': 2, 'east': 24, 'west': 13, 'noop': 1} | Load action counts by agent: [35, 36, 32] | Mean absolute state change: 0.044444 | State variation: 2.464269"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,236,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating they failed to coordinate effectively to achieve the foraging objective.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 69, 'load': 67, 'west': 8, 'noop': 7, 'north': 2} | Load action counts by agent: [22, 19, 26] | Mean absolute state change: 0.020000 | State variation: 2.618501"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,250,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing individual 'load' actions, indicating they failed to coordinate to collect the 3 available food items.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 107, 'west': 20, 'east': 7, 'north': 3, 'noop': 12, 'south': 4} | Load action counts by agent: [40, 39, 28] | Mean absolute state change: 0.031111 | State variation: 2.447942"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,233,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating they failed to coordinate to retrieve and deliver items to a common objective.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 33, 'load': 58, 'west': 43, 'east': 7, 'north': 7, 'noop': 5} | Load action counts by agent: [17, 20, 21] | Mean absolute state change: 0.051111 | State variation: 2.860099"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,200,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating they failed to coordinate to collect and deliver the foraging items.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 40, 'noop': 7, 'east': 61, 'south': 10, 'north': 34, 'west': 1} | Load action counts by agent: [13, 13, 14] | Mean absolute state change: 0.052222 | State variation: 2.780659"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,254,inefficient_exploration,insufficient_cooperation,0.95,,"The agents spent the entire episode performing redundant 'load' actions without any movement or coordination, resulting in zero progress toward a cooperative objective.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'noop': 6, 'load': 57, 'south': 7, 'east': 29, 'north': 3} | Load action counts by agent: [26, 31] | Mean absolute state change: 0.010000 | State variation: 2.458504"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,296,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents taking 62 'load' actions, indicating they failed to coordinate to successfully forage or deliver items.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 62, 'west': 16, 'south': 32, 'east': 27, 'noop': 2, 'north': 14} | Load action counts by agent: [23, 17, 22] | Mean absolute state change: 0.084444 | State variation: 2.497023"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,207,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents repeatedly executing the 'load' action, indicating they failed to coordinate with the environment or each other to achieve the foraging objective.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'noop': 2, 'south': 32, 'west': 5, 'load': 111, 'north': 2, 'east': 1} | Load action counts by agent: [38, 36, 37] | Mean absolute state change: 0.018889 | State variation: 2.539359"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,46,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating they failed to coordinate effectively to achieve the foraging objective.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 26, 'north': 17, 'load': 64, 'east': 34, 'south': 12} | Load action counts by agent: [19, 24, 21] | Mean absolute state change: 0.068889 | State variation: 2.017621"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,249,inefficient_exploration,insufficient_cooperation,0.95,,All 51 steps yielded zero reward because agents repeatedly executed the 'load' action individually without coordinating to move items to a shared objective.,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 4, 'load': 76, 'west': 31, 'north': 38, 'noop': 1, 'east': 3} | Load action counts by agent: [24, 28, 24] | Mean absolute state change: 0.038889 | State variation: 2.515281"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,120,inefficient_exploration,insufficient_cooperation,0.95,,"The agents spent the entire episode performing redundant 'load' actions without any movement or coordination, resulting in zero progress toward a shared objective.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 7, 'noop': 22, 'load': 56, 'west': 13, 'east': 4} | Load action counts by agent: [31, 25] | Mean absolute state change: 0.033333 | State variation: 1.924325"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,11,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward because agents exclusively performed the 'load' action, failing to coordinate with the foraging agents to collect resources.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 80, 'north': 22, 'east': 20, 'noop': 6, 'west': 12, 'south': 13} | Load action counts by agent: [26, 29, 25] | Mean absolute state change: 0.063333 | State variation: 2.102177"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,137,target_miscoordination,insufficient_cooperation,0.95,,"The agents failed to converge on a shared foraging target, evidenced by zero positive rewards and a load action distribution (12, 1, 3) that indicates only one agent successfully loaded an item while the others remained idle.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 3, 'south': 126, 'load': 16, 'west': 7, 'noop': 1} | Load action counts by agent: [12, 1, 3] | Mean absolute state change: 0.028889 | State variation: 2.811012"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,267,inefficient_exploration,insufficient_cooperation,0.95,,"The agents spent the entire episode (51 steps) with zero positive rewards, indicating a complete failure to coordinate or act effectively as a team.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 64, 'east': 13, 'south': 19, 'noop': 6} | Load action counts by agent: [35, 29] | Mean absolute state change: 0.015000 | State variation: 2.005255"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,209,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents frequently executing the 'load' action, indicating they failed to coordinate with the foraging targets.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 113, 'south': 14, 'east': 3, 'west': 4, 'north': 19} | Load action counts by agent: [35, 41, 37] | Mean absolute state change: 0.041111 | State variation: 2.523272"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,243,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps consisted of load actions with no movement toward objectives, indicating agents acted alone rather than coordinating to forage.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 20, 'west': 16, 'load': 90, 'north': 14, 'south': 12, 'noop': 1} | Load action counts by agent: [33, 29, 28] | Mean absolute state change: 0.052222 | State variation: 1.600640"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,195,inefficient_exploration,insufficient_cooperation,0.95,,"The agents failed to converge on a shared foraging target, evidenced by zero positive rewards and a high frequency of non-cooperative actions like 'south' and 'east' over the entire episode.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 41, 'east': 18, 'load': 10, 'noop': 22, 'north': 5, 'west': 6} | Load action counts by agent: [4, 6] | Mean absolute state change: 0.061667 | State variation: 1.920286"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,59,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating they failed to coordinate effectively to achieve the foraging objective.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 92, 'east': 11, 'load': 40, 'north': 6, 'noop': 4} | Load action counts by agent: [15, 16, 9] | Mean absolute state change: 0.037778 | State variation: 2.825635"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,133,target_miscoordination,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating they failed to coordinate with the forager to complete the cooperative task.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 9, 'load': 28, 'south': 98, 'west': 13, 'noop': 3, 'north': 2} | Load action counts by agent: [14, 10, 4] | Mean absolute state change: 0.031111 | State variation: 2.888048"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,50,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing individual actions, indicating a complete failure to coordinate toward a shared foraging objective.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 39, 'west': 39, 'south': 59, 'north': 7, 'noop': 8, 'east': 1} | Load action counts by agent: [10, 13, 16] | Mean absolute state change: 0.045556 | State variation: 2.670542"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,33,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating they failed to coordinate effectively to retrieve and deliver resources.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'noop': 25, 'east': 22, 'south': 18, 'load': 42, 'west': 26, 'north': 20} | Load action counts by agent: [15, 16, 11] | Mean absolute state change: 0.085556 | State variation: 2.234205"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,198,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps were zero-reward because every agent exclusively performed the 'load' action, indicating a complete failure to coordinate with food sources or other agents.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 100, 'east': 14, 'south': 16, 'west': 11, 'north': 12} | Load action counts by agent: [31, 32, 37] | Mean absolute state change: 0.048889 | State variation: 2.330713"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,194,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents taking actions, indicating a complete failure to coordinate and achieve the foraging objective.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 80, 'east': 5, 'north': 39, 'west': 25, 'noop': 3, 'south': 1} | Load action counts by agent: [33, 25, 22] | Mean absolute state change: 0.030000 | State variation: 2.151806"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,56,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward because agents exclusively performed the 'load' action, failing to coordinate with food sources or other agents to complete the foraging task.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 95, 'east': 40, 'west': 2, 'noop': 2, 'south': 10, 'north': 4} | Load action counts by agent: [33, 30, 32] | Mean absolute state change: 0.031111 | State variation: 2.592645"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,30,inefficient_exploration,insufficient_cooperation,0.95,,"Both agents spent the entire episode (51 steps) performing load actions without any movement or coordination, resulting in zero positive rewards.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 10, 'north': 7, 'load': 83, 'noop': 1, 'east': 1} | Load action counts by agent: [45, 38] | Mean absolute state change: 0.018333 | State variation: 1.652652"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,174,inefficient_exploration,insufficient_cooperation,0.95,,"Both agents spent the entire episode performing the 'load' action without any movement or coordination, resulting in zero progress toward a cooperative objective.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 1, 'north': 6, 'load': 93, 'noop': 2} | Load action counts by agent: [49, 44] | Mean absolute state change: 0.011667 | State variation: 1.485375"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,121,target_miscoordination,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents taking load actions, indicating they failed to coordinate to successfully forage or deliver items.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 5, 'load': 34, 'west': 103, 'south': 7, 'north': 4} | Load action counts by agent: [5, 16, 13] | Mean absolute state change: 0.028889 | State variation: 2.487158"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,45,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps were spent loading items without any movement toward the foraging targets, indicating agents acted alone rather than cooperating to reach the objective.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 7, 'west': 8, 'load': 98, 'south': 29, 'east': 8, 'noop': 3} | Load action counts by agent: [29, 35, 34] | Mean absolute state change: 0.041111 | State variation: 2.773792"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,255,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing individual load actions, indicating a complete failure to coordinate foraging tasks.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 24, 'load': 44, 'west': 45, 'south': 19, 'north': 20, 'noop': 1} | Load action counts by agent: [18, 15, 11] | Mean absolute state change: 0.088889 | State variation: 2.495190"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,107,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps resulted in zero reward despite agents performing load actions, indicating they failed to coordinate the foraging task effectively.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 4, 'noop': 5, 'east': 18, 'load': 80, 'north': 24, 'south': 22} | Load action counts by agent: [24, 27, 29] | Mean absolute state change: 0.066667 | State variation: 2.419707"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,73,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents taking 83 'load' actions, indicating they failed to coordinate to collect and deliver items to a common objective.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 83, 'north': 25, 'west': 12, 'south': 14, 'east': 19} | Load action counts by agent: [25, 30, 28] | Mean absolute state change: 0.061111 | State variation: 1.933906"
